ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,reinforcePrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,weakA_DamageRate,weakB_DamageRate,weakC_DamageRate,weakD_DamageRate,sleepGuardResist_MaxCorrect,madnessGuardResist_MaxCorrect,saWeaponDamage,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,guardAngle,saDurability,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defSeMaterial1,correctType_Physics,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,atkAttribute,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isHeroPointCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,isDiscard,isDrop,showLogCondType,enableThrow,showDialogCondType,disableGemAttr,defSfxMaterial1,wepCollidableType0,wepCollidableType1,postureControlId_Right,postureControlId_Left,traceSfxId0,traceDmyIdHead0,traceDmyIdTail0,traceSfxId1,traceDmyIdHead1,traceDmyIdTail1,traceSfxId2,traceDmyIdHead2,traceDmyIdTail2,traceSfxId3,traceDmyIdHead3,traceDmyIdTail3,traceSfxId4,traceDmyIdHead4,traceDmyIdTail4,traceSfxId5,traceDmyIdHead5,traceDmyIdTail5,traceSfxId6,traceDmyIdHead6,traceDmyIdTail6,traceSfxId7,traceDmyIdHead7,traceDmyIdTail7,defSfxMaterial2,defSeMaterial2,absorpParamId,toughnessCorrectRate,isValidTough_ProtSADmg,isDualBlade,isAutoEquip,isEnableEmergencyStep,invisibleOnRemo,unknown_0x17c_5,quickMatchReplenish,isWeaponCatalyst,correctType_Magic,correctType_Fire,correctType_Thunder,weakE_DamageRate,weakF_DamageRate,darkGuardCutRate,attackBaseDark,correctType_Dark,correctType_Poison,sortGroupId,atkAttribute2,sleepGuardResist,madnessGuardResist,correctType_Blood,properLuck,freezeGuardResist,autoReplenishType,swordArtsParamId,correctLuck,arrowBoltEquipId,DerivationLevelType,enchantSfxSize,wepType,physGuardCutRate_MaxCorrect,magGuardCutRate_MaxCorrect,fireGuardCutRate_MaxCorrect,thunGuardCutRate_MaxCorrect,darkGuardCutRate_MaxCorrect,poisonGuardResist_MaxCorrect,diseaseGuardResist_MaxCorrect,bloodGuardResist_MaxCorrect,curseGuardResist_MaxCorrect,freezeGuardResist_MaxCorrect,staminaGuardDef_MaxCorrect,residentSfxId_1,residentSfxId_2,residentSfxId_3,residentSfxId_4,residentSfx_DmyId_1,residentSfx_DmyId_2,residentSfx_DmyId_3,residentSfx_DmyId_4,staminaConsumptionRate,vsPlayerDmgCorrectRate_Physics,vsPlayerDmgCorrectRate_Magic,vsPlayerDmgCorrectRate_Fire,vsPlayerDmgCorrectRate_Thunder,vsPlayerDmgCorrectRate_Dark,vsPlayerDmgCorrectRate_Poison,vsPlayerDmgCorrectRate_Blood,vsPlayerDmgCorrectRate_Freeze,attainmentWepStatusStr,attainmentWepStatusDex,attainmentWepStatusMag,attainmentWepStatusFai,attainmentWepStatusLuc,attackElementCorrectId,saleValue,reinforceShopCategory,maxArrowQuantity,residentSfx_1_IsVisibleForHang,residentSfx_2_IsVisibleForHang,residentSfx_3_IsVisibleForHang,residentSfx_4_IsVisibleForHang,isSoulParamIdChange_model0,isSoulParamIdChange_model1,isSoulParamIdChange_model2,isSoulParamIdChange_model3,wepSeIdOffset,baseChangePrice,levelSyncCorrectId,correctType_Sleep,correctType_Madness,rarity,gemMountType,wepRegainHp,spEffectMsgId0,spEffectMsgId1,spEffectMsgId2,originEquipWep16,originEquipWep17,originEquipWep18,originEquipWep19,originEquipWep20,originEquipWep21,originEquipWep22,originEquipWep23,originEquipWep24,originEquipWep25,vsPlayerDmgCorrectRate_Sleep,vsPlayerDmgCorrectRate_Madness,saGuardCutRate,defMaterialVariationValue,spAttributeVariationValue,stealthAtkRate,vsPlayerDmgCorrectRate_Disease,vsPlayerDmgCorrectRate_Curse,restrictSpecialSwordArt,pad,
40000000,Shortbow,1,0,[0|0|0],4000,5000000,0,1.25,0,400,170,200,34,34,0,0,0,0,0,0,-1,-1,-1,-1,1940,-1,0,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,1,1,1,1,15,15,2,1406,11000,0,0,1,10,98,0,0,0,20,60,0,0,0,-1,-1,0,-40,7,0,10,51,2,2,102,0,0,0,0,14,8,10,0,0,99,0,0,10,20,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,128,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,51,0.011,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,6,10,0,0,0,6,0,0,0,401,0,47000000,0,0,50,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,1700,340,6,6,1,2,0,-1,-1,-1,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
40010000,Misbegotten Shortbow,1,0,[0|0|0],4000,5003000,0,1.5,0,400,170,200,52,28,0,0,0,0,0,0,-1,-1,-1,-1,1940,-1,0,40010000,40010000,40010000,40010000,40010000,40010000,40010000,40010000,40010000,40010000,40010000,40010000,40010000,40010000,40010000,40010000,1,1,1,1,15,15,2,1405,11001,0,0,1,10,102,0,0,0,20,60,0,0,0,-1,-1,0,-50,7,0,10,51,2,2,102,0,0,0,0,14,16,8,0,0,99,0,0,10,20,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,128,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,51,0.011,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,6,10,0,0,0,6,0,0,0,401,0,47000000,0,0,50,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,1700,340,6,6,1,2,0,-1,-1,-1,40010000,40010000,40010000,40010000,40010000,40010000,40010000,40010000,40010000,40010000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
40020000,Red Branch Shortbow,0,0,[0|0|0],4000,5002000,0,1.25,0,400,170,200,28,52,0,0,0,0,0,0,-1,-1,-1,-1,1940,-1,0,40020000,40020000,40020000,40020000,40020000,40020000,40020000,40020000,40020000,40020000,40020000,40020000,40020000,40020000,40020000,40020000,1,1,1,1,15,15,2,1402,11002,0,0,1,10,98,0,0,0,20,60,0,0,0,-1,-1,0,-40,7,0,10,51,2,2,102,0,0,0,0,14,8,16,0,0,99,0,0,10,20,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,128,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,51,0.011,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,6,10,0,0,0,6,0,0,0,401,0,47000000,0,0,50,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,1700,340,6,6,1,2,0,-1,-1,-1,40020000,40020000,40020000,40020000,40020000,40020000,40020000,40020000,40020000,40020000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
40030000,Harp Bow,1,0,[0|0|0],4000,5004000,0,1,0,400,170,400,24,30,0,0,0,0,0,0,-1,-1,-1,-1,1940,-1,2200,40030000,40030000,40030000,40030000,40030000,40030000,40030000,40030000,40030000,40030000,40030000,-1,-1,-1,-1,-1,1,1,1,1,15,15,2,1411,11003,0,0,1,10,93,0,0,0,20,60,0,0,2200,-1,-1,0,-40,7,0,10,51,2,2,102,0,0,232,0,14,9,9,0,0,99,0,0,10,20,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,128,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,51,0.011,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,6,10,0,0,0,6,0,0,0,401,0,47000000,0,0,50,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,2,1700,340,6,6,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
40050000,Composite Bow,1,0,[0|0|0],4000,5001000,0,1.5,0,400,170,400,30,56,0,0,0,0,0,0,-1,-1,-1,-1,1940,-1,0,40050000,40050000,40050000,40050000,40050000,40050000,40050000,40050000,40050000,40050000,40050000,40050000,40050000,40050000,40050000,40050000,1,1,1,1,15,15,2,1401,11005,0,0,1,10,98,0,0,0,20,60,0,0,0,-1,-1,0,-40,7,0,10,51,2,2,102,0,0,0,0,14,15,15,0,0,99,0,0,10,20,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,128,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,51,0.011,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,6,10,0,0,0,6,0,0,0,402,0,47000000,0,0,50,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,1700,340,6,6,1,2,0,-1,-1,-1,40050000,40050000,40050000,40050000,40050000,40050000,40050000,40050000,40050000,40050000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
40500000,Bone Bow,0,0,[0|0|0],4000,5005000,0,1.5,0,450,170,400,36,44,0,0,0,0,0,0,-1,-1,-1,-1,1940,-1,0,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,1,1,1,1,15,15,2,1421,12295,0,0,1,10,99,0,0,0,20,60,0,0,0,-1,-1,0,-40,7,0,10,51,2,2,102,0,0,0,0,14,8,11,0,0,99,0,0,10,20,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,128,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,51,0.011,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,6,10,0,0,0,6,0,0,0,5600,0,47000000,0,0,50,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,1500,340,6,6,2,2,0,-1,-1,-1,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
41000000,Longbow,1,0,[0|0|0],4100,5100000,0,2,0,400,240,200,40,52,0,0,0,0,0,0,-1,-1,-1,-1,1940,-1,0,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,1,1,1,1,15,15,2,1410,11040,0,0,1,10,120,0,0,0,30,60,0,0,0,-1,-1,0,0,7,0,10,44,2,2,102,0,0,0,0,14,9,14,0,0,99,0,0,10,20,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,128,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,44,0.011,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,6,20,0,0,0,6,0,0,0,402,0,47000000,0,0,51,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,2400,340,6,6,1,2,0,-1,-1,-1,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
41010000,Albinauric Bow,1,0,[0|0|0],4100,5101000,0,2.25,0,400,240,200,30,70,0,0,0,0,0,0,-1,-1,-1,-1,1940,-1,0,41010000,41010000,41010000,41010000,41010000,41010000,41010000,41010000,41010000,41010000,41010000,41010000,41010000,41010000,41010000,41010000,1,1,1,1,15,15,2,1403,11041,0,0,1,10,123,0,0,0,30,60,0,0,0,-1,-1,0,0,7,0,10,44,2,2,102,0,0,230,0,14,7,18,0,0,99,0,0,10,20,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,128,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,44,0.011,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,6,20,0,0,0,6,0,0,0,402,0,47000000,0,0,51,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,2400,340,6,6,1,2,0,-1,-1,-1,41010000,41010000,41010000,41010000,41010000,41010000,41010000,41010000,41010000,41010000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
41020000,Horn Bow,1,0,[0|0|0],4100,5104000,0,2.25,0,400,240,200,42,52,20,0,0,0,0,0,-1,-1,-1,-1,1940,-1,0,41020000,41020000,41020000,41020000,41020000,41020000,41020000,41020000,41020000,41020000,41020000,41020000,41020000,41020000,41020000,41020000,1,1,1,1,15,15,2,1404,11042,0,0,1,10,98,45,0,0,30,60,0,0,0,-1,-1,0,0,7,0,10,44,2,4,154,0,0,0,0,14,10,14,12,0,99,0,0,10,20,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,117,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,44,0.011,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,6,20,0,0,0,6,0,0,0,402,0,47000000,0,0,51,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,2400,340,6,6,2,2,0,-1,-1,-1,41020000,41020000,41020000,41020000,41020000,41020000,41020000,41020000,41020000,41020000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
41030000,Erdtree Bow,1,0,[0|0|0],4100,5106000,0,2,0,400,240,400,24,30,0,60,0,0,0,0,-1,-1,-1,-1,1940,-1,2200,41030000,41030000,41030000,41030000,41030000,41030000,41030000,41030000,41030000,41030000,41030000,-1,-1,-1,-1,-1,1,1,1,1,15,15,2,1413,11043,0,0,1,10,60,0,0,0,30,60,0,0,2200,-1,-1,0,0,7,0,10,44,2,2,102,0,0,0,0,14,8,12,0,14,99,0,0,10,20,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,128,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,44,0.011,0,0,0,1,1,0,0,0,0,0,0,1,1,0,75,0,6,20,0,0,0,6,0,0,0,402,0,47000000,0,0,51,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,2400,340,6,6,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
